Bel,Rus,Eng,Latitude,Longitude
Новая Баяршчына,Новая Боярщина,Novaja Bajarščyna,53.4369,30.12056
Новая Баяршчына,Новая Боярщина,Novaja Bajarščyna,53.41716,30.1282
Падлессе,Подлесье,Padliessie,53.4567811,30.1439864
Раманяцкая Гута,Романяцкая Гута,Ramaniackaja Huta,53.40359,30.10288
Старая Баяршчына,Старая Боярщина,Staraja Bajarščyna,53.469,30.14288
Чырвоная Беларусь,Чирвоная Беларусь,Čyrvonaja Bielaruś,53.4206149,30.1593342
Ямнае,Ямное,Jamnaje,53.5034624,30.1390273
Бялынічы,Белыничи,Bialyničy,54.0007654,29.7092489
Вялікі Трылесін,Великий Трилесин,Vialiki Tryliesin,53.99917,29.82599
Запакулле,Запокулье,Zapakullie,53.98767,29.80248
Міхайлоў,Михайлов,Michajloŭ,53.99617,29.75681
Мяльнік,Мельник,Miaĺnik,53.9454485,29.7015766
Няропля,Неропля,Niaroplia,53.9819556,29.7702652
Савецкая,Советская,Savieckaja,53.96261,29.7866
Шылавічы,Шиловичи,Šylavičy,54.0018743,29.8044215
Аніськаўшчына,Аниськовщина,Aniśkaŭščyna,53.9937815,29.9872085
Васток,Восток,Vastok,53.92862,29.98521
Вішоў,Вишов,Višoŭ,53.9839545,29.9837465
Вялікі Нежкаў,Великий Нежков,Vialiki Niežkaŭ,53.9843116,29.9507915
Гняздзін,Гнездин,Hniazdzin,54.0051,29.97542
Голубаўка,Голубовка,Holubaŭka,53.95721,30.03156
Ермалавічы,Ермоловичи,Jermalavičy,53.98132,30.05799
Камяніца,Каменица,Kamianica,53.99085,29.9053
Кліны,Клины,Kliny,53.92098,29.98521
Крукі,Крюки,Kruki,53.96347,29.9459
Лямніца,Лямница,Liamnica,53.9402752,29.936566
Малінаўка,Малиновка,Malinaŭka,53.89807,29.90127
Масцішча,Мостище,Mascišča,53.95034,29.92942
Мікалаеўка,Миколаевка,Mikalajeŭka,53.89961,29.91835
Міцькаўшчына,Митьковщина,Mićkaŭščyna,53.9677232,30.0341391
Паўлінка,Павлинка,Paŭlinka,53.91592,29.91637
Пральня,Пральня,Praĺnia,53.9474152,29.9031404
Рафалава,Рафалово,Rafalava,53.9347476,29.966271
Сіпайлы,Сипайлы,Sipajly,54.0075,29.95328
Старое Ляда,Старое Ляда,Staroje Liada,54.00484,29.895
Туалін,Туалин,Tualin,53.9942,30.04031
Атраднае,Отрадное,Atradnaje,54.02201,29.86281
Бракаўшчына,Браковщина,Brakaŭščyna,54.02407,30.04469
Васількі,Васильки,Vasiĺki,54.05994,29.97199
Ветка,Ветка,Vietka,54.05376,29.84634
Вялікі Кудзін,Великий Кудин,Vialiki Kudzin,54.0478144,29.8253378
Галоўчын,Головчин,Haloŭčyn,54.05823,29.91526
Гуры,Гуры,Hury,54.08363,29.91715
Забалацце,Заболотье,Zabalaccie,54.0880876,29.9336583
Ізобішча,Изобище,Izobišča,54.0097011,30.0248885
Калініна,Калинина,Kalinina,54.01333,29.87775
Карпаўка,Карповка,Karpaŭka,54.019,29.98761
Кастрычнік,Кастричник,Kastryčnik,54.03025,29.86453
Красны Пахар,Красный Пахарь,Krasny Pachar,54.01291,29.85706
Ленінскі,Ленинский,Lieninski,54.02183,29.88393
Лічынка,Личинка,Ličynka,54.04098,30.08117
Малінаўка,Малиновка,Malinaŭka,54.0309171,29.9924164
Малы Кудзін,Малый Кудин,Maly Kudzin,54.0278866,29.8103815
Малы Трылесін,Малый Трилесин,Maly Tryliesin,54.01008,29.85123
Малыя Васількі,Малые Васильки,Malyja Vasiĺki,54.05419,29.97182
Мікалаеўка,Миколаевка,Mikalajeŭka,54.04252,30.0234
Навасёлкі,Новосёлки,Navasiolki,54.0318976,30.0322774
Паліеўшчына,Палиевщина,Palijeŭščyna,54.0614449,29.9358115
Пачапок,Почепок,Pačapok,54.03334,29.78505
Пушча,Пуща,Pušča,54.06166,29.84393
Саглассе,Согласье,Sahlassie,54.0309216,29.996295
Север,Север,Sievier,54.03599,29.97851
Сіваі,Сиваи,Sivai,54.08998,29.86865
Старое Сяло,Старое Село,Staroje Sialo,54.0431958,29.9437785
Супшынка,Супшинка,Supšynka,54.0287221,30.015995
Сурды,Сурды,Surdy,54.0347603,29.9608588
Сцяпанаўка,Степановка,Sciapanaŭka,54.02544,30.00083
Таргоншчына,Торгонщина,Tarhonščyna,54.06261,29.87397
Аксенькавічы,Аксеньковичи,Aksieńkavičy,53.7582135,29.6645531
Ананьеўка,Ананьевка,Anańjeŭka,53.85197,29.63416
Барсукі,Барсуки,Barsuki,53.86279,29.54207
Глыбокі Брод,Глыбокий Брод,Hlyboki Brod,53.79944,29.54988
Гурынёўка,Гуринёвка,Hurynioŭka,53.83713,29.65141
Дабрылавічы,Добриловичи,Dabrylavičy,53.82691,29.62463
Дальні,Дальний,Daĺni,53.78331,29.66772
Дручаны,Дручаны,Dručany,53.77241,29.51769
Замачулле,Замочулье,Zamačullie,53.7849417,29.6003118
Заполле,Заполье,Zapollie,53.83858,29.60472
Зарэчча,Заречье,Zarečča,53.82983,29.50301
Ігліца,Иглица,Ihlica,53.82563,29.50018
Ксавярова,Ксаверово,Ksaviarova,53.76357,29.67716
Лынькоў,Лыньков,Lyńkoŭ,53.81764,29.49512
Макаўка,Маковка,Makaŭka,53.81386,29.57726
Матыга,Мотыга,Matyha,53.81447,29.47881
Мяжонка,Межонка,Miažonka,53.76829,29.43066
Падзевічы,Падевичи,Padzievičy,53.80262,29.617
Падкражнік,Подкряжник,Padkražnik,53.83343,29.49288
Падчарэшань,Подчерешень,Padčarešań,53.81267,29.48825
Панькава,Паньково,Pańkava,53.78288,29.54919
Папоўка,Поповка,Papoŭka,53.80468,29.51829
Пражэктар,Прожектор,Pražektar,53.84519,29.61494
Рубеж,Рубеж,Rubiež,53.76949,29.56249
Сенькаў,Сеньков,Sieńkaŭ,53.7594925,29.578364
Скавародка,Сковородка,Skavarodka,53.83987,29.63305
Стадолішча,Стодолище,Stadolišča,53.78074,29.47143
Старына,Старина,Staryna,53.83627,29.56215
Студзёнка,Студёнка,Studzionka,53.81301,29.51975
Сямікаўка,Семиковка,Siamikaŭka,53.81627,29.56799
Акцябрын,Октябрин,Akciabryn,54.10011,29.83466
Атверніца,Отверница,Atviernica,54.02922,29.74626
Бор,Бор,Bor,54.11058,29.74746
Васільеўка,Васильевка,Vasiĺjeŭka,54.0396,29.74591
Вылаў,Вылов,Vylaŭ,54.07762,29.78454
Заліп’е,Залипье,Zalipje,54.10895,29.78763
Іванаўка,Ивановка,Ivanaŭka,54.0359593,29.7379294
Ількавічы,Ильковичи,Iĺkavičy,54.09256,29.79664
Іскра,Искра,Iskra,54.09865,29.74128
Кардон,Кордон,Kardon,54.1235292,29.7638311
Крайні,Крайний,Krajni,54.06715,29.72815
Краснагор’е,Красногорье,Krasnahorje,54.06501,29.79055
Ланькаў,Ланьков,Lańkaŭ,54.04776,29.75372
Леніна,Ленина,Lienina,54.06947,29.79338
Лубяны,Лубяны,Lubiany,54.0760054,29.7193589
Малінаўка,Малиновка,Malinaŭka,54.02793,29.72634
Мікалаеўка,Миколаевка,Mikalajeŭka,54.0474546,29.7425562
Навасёлкі,Новосёлки,Navasiolki,54.02209,29.71973
Новы Ланькаў,Новый Ланьков,Novy Lańkaŭ,54.04381,29.73381
Рагач,Рогач,Rahač,54.0201412,29.6980731
Хвойна,Хвойна,Chvojna,54.05033,29.68523
Чыгіры,Чигири,Čyhiry,54.11505,29.77887
Ясная Паляна,Ясная Поляна,Jasnaja Paliana,54.08955,29.82479
Антонава Буда,Антонова Буда,Antonava Buda,53.89412,29.82702
Асноўны,Основный,Asnoŭny,53.9323082,29.8277453
Барок,Борок,Barok,53.82271,29.79278
Барсукі,Барсуки,Barsuki,53.91884,29.83518
Вазраждзенне,Возрожденье,Vazraždziennie,53.9342429,29.8400677
Гарцаў,Гарцев,Harcaŭ,53.86476,29.84573
Гута,Гута,Huta,53.87584,29.79175
Зорка,Зорька,Zorka,53.90425,29.80608
Краснае,Красное,Krasnaje,53.95283,29.81535
Красная Зорка,Красная Зорька,Krasnaja Zorka,53.854605,29.8213788
Красная Слабада,Красная Слобода,Krasnaja Slabada,53.84554,29.79518
Лебядзянка,Лебедянка,Liebiadzianka,53.90553,29.83852
Мезінец,Мезинец,Mieziniec,53.86262,29.80574
Прыхабы,Прихабы,Prychaby,53.91583,29.82419
Рудня,Рудня,Rudnia,53.92227,29.88273
Свяцілавічы,Светиловичи,Sviacilavičy,53.972789,29.8624356
Сныткі,Снытки,Snytki,53.9035294,29.786168
Студзёнка,Студёнка,Studzionka,53.9569076,29.8353105
Чырвоны Сад,Чирвоный Сад,Čyrvony Sad,53.86047,29.83028
Біскупка,Бискупка,Biskupka,53.93437,29.38748
Вольніца,Вольница,Voĺnica,53.95729,29.55949
Вослеўка,Ослевка,Voslieŭka,53.9579509,29.6599254
Вялікая Машчаніца,Великая Мощаница,Vialikaja Maščanica,53.9552324,29.6189315
Гордава,Гордово,Hordava,53.962832,29.5060162
Горка,Горка,Horka,53.97317,29.58309
Дробаўка,Дробовка,Drobaŭka,53.9840065,29.5721377
Забалоцце,Заболотье,Zabaloccie,53.92519,29.537770000000002
Карытніца,Корытница,Karytnica,53.91772,29.40671
Клява,Клева,Kliava,53.9950376,29.4198491
Кулакоўка,Кулаковка,Kulakoŭka,53.9666866,29.4810818
Лісаўка,Лисовка,Lisaŭka,53.97102,29.59168
Малая Машчаніца,Малая Мощаница,Malaja Maščanica,53.9690348,29.6101366
Міхасёўка,Михасёвка,Michasioŭka,53.9510164,29.4236474
Парахоўка,Пороховка,Parachoŭka,53.93446,29.4704
Рудня,Рудня,Rudnia,53.9381475,29.6493292
Стараселле,Староселье,Starasiellie,53.9881698,29.4327471
Старая Клёўка,Старая Клёвка,Staraja Klioŭka,53.99351,29.43667
Сякерка,Секерка,Siakierka,53.9486846,29.5563893
Сялянская Клёўка,Селянская Клёвка,Sialianskaja Klioŭka,53.96579,29.43134
Асавец,Осовец,Asaviec,53.9184115,29.6698277
Асман-Касаева,Осман-Касаево,Asman-Kasajeva,53.80434,29.7163
Асмолаўка,Осмоловка,Asmolaŭka,53.84339,29.71982
Бахані,Бохани,Bachani,53.86991,29.60541
Вугольшчына,Угольщина,Vuhoĺščyna,53.82494,29.76274
Гута,Гута,Huta,53.8813621,29.5725399
Дубрава,Дубрава,Dubrava,53.901683,29.6022709
Дуцькі,Дутьки,Dućki,53.86682,29.63219
Жорнаўка,Жорновка,Žornaŭka,53.86854,29.59691
Забавы,Забавы,Zabavy,53.895830000000004,29.61717
Каліноўка,Калиновка,Kalinoŭka,53.88777,29.69218
Красны Бор,Красный Бор,Krasny Bor,53.87223,29.65536
Курганне,Курганье,Kurhannie,53.89489,29.59348
Ленінскі,Ленинский,Lieninski,53.81962,29.70377
Мазкі,Мазки,Mazki,53.9054437,29.6418718
Малатоўкі,Молотовки,Malatoŭki,53.9037958,29.59064
Малінаўка,Малиновка,Malinaŭka,53.87257,29.73433
Містраўкі,Мистровки,Mistraŭki,53.8883729,29.5845561
Монеўка,Моневка,Monieŭka,53.899704,29.6822245
Паліўнікі,Поливники,Paliŭniki,53.9106,29.59562
Пільшычы,Пильшичи,Piĺšyčy,53.7845687,29.7498417
Прыбар,Прибор,Prybar,53.88665,29.73819
Станцыя Друць,Станция Друть,Stancyja Druć,53.7050782,29.7744757
Цяхцін,Техтин,Ciachcin,53.8592225,29.7303802
Алешкавічы,Алешковичи,Alieškavičy,54.03831,29.64008
Алешкавічы,Алешковичи,Alieškavičy,54.03256,29.61622
Буднікі,Будники,Budniki,53.98338,29.50301
Будніцкі,Будницкий,Budnicki,53.98964,29.5026121
Бэлінка,Бэлинка,Belinka,54.0402,29.62189
Вушлава,Ушлово,Vušlava,54.02381,29.53322
Дзевашычы,Девошичи,Dzievašyčy,54.0016631,29.5176014
Заазер’е,Заозерье,Zaazierje,54.0581715,29.4667284
Калінаўка,Калиновка,Kalinaŭka,54.06629,29.65682
Карманоўка,Кармановка,Karmanoŭka,54.0696496,29.5050589
Кунцы,Кунцы,Kuncy,53.99514,29.49228
Купленка,Купленка,Kuplienka,54.04896,29.6182
Майск,Майск,Majsk,54.0439341,29.5431983
Мокравічы,Мокровичи,Mokravičy,54.01411,29.63021
Рыжкаў,Рыжков,Ryžkaŭ,54.06861,29.62335
Смагілаўка,Смогиловка,Smahilaŭka,54.0606928,29.5824176
Сцёхаў,Стёхов,Sciochaŭ,54.06449,29.62635
Хватаўка,Хватовка,Chvataŭka,54.0694221,29.5609158
Эсьмоны,Эсьмоны,Eśmony,54.01892,29.54867
Глуск,Глуск,Hlusk,52.8984037,28.6864879
Бярозаўка,Берёзовка,Biarozaŭka,52.81523,28.80023
Жукавічы,Жуковичи,Žukavičy,52.84887,28.78787
Згода,Згода,Zhoda,52.83265,28.79911
Зелянковічы,Зеленковичи,Zieliankovičy,52.80853,28.9131
Зубарэвічы,Зубаревичи,Zubarevičy,52.7936,28.86709
Падлужжа,Подлужье,Padlužža,52.8481,28.82478
Поблін,Поблин,Poblin,52.88235,28.80504
Розлевічы,Розлевичи,Rozlievičy,52.8529207,28.8002325
Арыжня,Арыжня,Aryžnia,53.1037272,28.5263034
Бабірова,Бабирово,Babirova,53.03444,28.55132
Гарадзішча,Городище,Haradzišča,53.0323002,28.7863383
Гарадок,Городок,Haradok,53.0481348,28.7673261
Горнае,Горное,Hornaje,53.06611,28.57458
Дварэц,Дворец,Dvarec,53.0468,28.72908
Завалочыцы,Заволочицы,Zavaločycy,53.06774,28.669
Заполле,Заполье,Zapollie,53.05392,28.69938
Кнышы,Кныши,Knyšy,53.0168753,28.7855436
Масцішча,Мостище,Mascišča,53.00491,28.56368
Паляна,Поляна,Paliana,53.0556585,28.6566657
Рудня,Рудня,Rudnia,53.09272,28.66136
Сіманавічы,Симоновичи,Simanavičy,53.07907,28.63441
Туркі,Турки,Turki,53.02534,28.73577
Ясенцы,Ясенцы,Jasiency,53.06988,28.56016
Яўсеевічы,Евсеевичи,Jaŭsiejevičy,53.08594,28.67234
Залессе,Залесье,Zaliessie,52.97084,28.94185
Засценак Усцярхі,Застенок Устерхи,Zascienak Usciarchi,52.89273,28.85096
Казловічы,Козловичи,Kazlovičy,52.90964,28.93713
Кастрычнік,Костричник,Kastryčnik,52.91797,28.91104
Крукаўшчына,Крюковщина,Krukaŭščyna,52.89041,28.91061
Нязнанне,Незнанье,Niaznannie,52.8918755,28.9793156
Поўстка,Повстка,Poŭstka,52.87591,28.84486
Прыплавы,Приплавы,Pryplavy,52.91616,28.88632
Сцяпанаўка,Степановка,Sciapanaŭka,52.9559,28.94777
Усцярхі,Устерхи,Usciarchi,52.89917,28.86297
Уюнішча,Вьюнище,Ujunišča,52.86295,28.90211
